Gene symbol	MDA-MB-231
ANP32A-IT1	16
NOX5	206
SPESP1	0
EWSAT1	1
GLCE	149
PAQR5	247
KIF23	262
RPLP1	17539
DRAIC	3
PCAT29	1
LINC00593	0
TLE3	1435
SALRNA3	0
SALRNA2	0
UACA	1432
LARP6	349
LRRC49	7
THAP10	14
CT62	0
THSD4	247
THSD4-AS1	0
THSD4-AS2	0
NR2E3	19
MYO9A	296
SENP8	15
GRAMD2	4
PKM	8241
PARP6	94
CELF6	6
HEXA	335
HEXA-AS1	1
TMEM202	0
ARIH1	417
GOLGA6B	0
HIGD2B	3
BBS4	41
ADPGK	191
ADPGK-AS1	0
NEO1	94
HCN4	2
REC114	8
NPTN	1272
NPTN-IT1	33
CD276	462
C15orf59	1
C15orf59-AS1	0
TBC1D21	0
LOXL1-AS1	53
LOXL1	413
STOML1	174
PML	310
GOLGA6A	2
LOC283731	0
ISLR2	0
ISLR	0
STRA6	0
CCDC33	0
CYP11A1	7
LOC729739	0
SEMA7A	169
UBL7	92
UBL7-AS1	6
ARID3B	30
CLK3	200
EDC3	69
CYP1A1	13
CYP1A2	1
CSK	139
LMAN1L	0
CPLX3	1
ULK3	359
SCAMP2	861
MPI	246
FAM219B	215
COX5A	769
RPP25	124
SCAMP5	138
PPCDC	179
C15orf39	182
GOLGA6C	3
GOLGA6D	0
COMMD4	284
NEIL1	34
MAN2C1	28
SIN3A	180
PTPN9	193
SNUPN	100
IMP3	2105
SNX33	92
CSPG4	74
ODF3L1	0
DNM1P35	2
UBE2Q2	158
FBXO22	150
FBXO22-AS1	132
NRG4	34
C15orf27	0
LOC101929439	0
ETFA	1675
TYRO3P	0
ISL2	0
SCAPER	217
RCN2	1070
PSTPIP1	0
TSPAN3	732
PEAK1	151
LINC00597	3
HMG20A	127
LINGO1	0
LINGO1-AS1	0
LINGO1-AS2	0
LOC645752	0
LOC91450	0
TBC1D2B	202
SH2D7	0
CIB2	3
IDH3A	421
ACSBG1	0
DNAJA4	2
WDR61	194
CRABP1	0
IREB2	527
HYKK	0
PSMA4	1109
CHRNA5	29
CHRNA3	6
CHRNB4	0
LOC646938	0
ADAMTS7	1
MORF4L1	3931
CTSH	79
RASGRF1	19
ANKRD34C-AS1	0
ANKRD34C	0
TMED3	922
KIAA1024	8
MTHFS	56
ST20-MTHFS	56
ST20	95
ST20-AS1	21
BCL2A1	12
ZFAND6	527
FAH	373
LINC01314	5
LINC00927	0
ARNT2	264
LOC101929586	1
ABHD17C	1244
CEMIP	22
MESDC2	1820
MESDC1	389
C15orf26	0
IL16	8
STARD5	8
TMC3-AS1	0
TMC3	0
MEX3B	1
LINC01583	2
EFTUD1	116
SAXO2	0
ADAMTS7P1	0
GOLGA6L10	33
UBE2Q2P2	11
GOLGA6L9	72
GOLGA2P10	169
GOLGA6L17P	13
RPS17	7917
LOC727751	233
LOC102724034	0
CPEB1	0
CPEB1-AS1	1
AP3B2	0
LOC338963	2
ACTG1P17	1
SNHG21	52
FSD2	58
SCARNA15	0
WHAMM	188
HOMER2	28
FAM103A1	153
C15orf40	59
BTBD1	46
TM6SF1	11
HDGFRP3	320
BNC1	0
SH3GL3	1
ADAMTSL3	1
EFTUD1P1	0
UBE2Q2L	1
LOC440300	22
GOLGA2P7	97
LOC642423	4
GOLGA6L4	11
LOC103171574	0
DNM1P41	2
GOLGA6L5P	21
UBE2Q2P1	33
LINC00933	3
ZSCAN2	54
SCAND2P	47
WDR73	134
NMB	73
SEC11A	2642
ZNF592	159
ALPK3	1
SLC28A1	0
PDE8A	153
GOLGA6L3	11
AKAP13	296
LOC101929679	0
KLHL25	26
LINC01584	0
AGBL1	0
AGBL1-AS1	0
LINC00052	2
NTRK3	0
NTRK3-AS1	0
MRPL46	214
MRPS11	225
DET1	16
LINC01586	0
AEN	464
ISG20	272
ACAN	0
HAPLN3	66
MFGE8	923
ABHD2	1033
RLBP1	0
FANCI	821
POLG	356
LINC00925	0
RHCG	0
LINC00928	0
TICRR	144
KIF7	120
PLIN1	1
PEX11A	94
WDR93	1
MESP1	122
MESP2	4
ANPEP	1
AP3S2	324
C15orf38-AP3S2	322
ARPIN	345
ZNF710	66
IDH2	236
SEMA4B	375
CIB1	827
GDPGP1	0
TTLL13P	0
NGRN	489
GABARAPL3	12
ZNF774	3
IQGAP1	1246
CRTC3	179
CRTC3-AS1	0
LINC01585	1
BLM	199
FURIN	554
FES	0
MAN2A2	91
UNC45A	434
HDDC3	226
RCCD1	494
PRC1	1695
PRC1-AS1	124
VPS33B	33
LOC101926911	14
SV2B	1
CRAT37	1
SLCO3A1	26
ST8SIA2	0
LOC104613533	0
C15orf32	0
LINC00930	0
FAM174B	26
ASB9P1	1
LINC01578	560
CHD2	903
RGMA	2
LOC101927153	0
LINC01580	0
LINC01581	0
MCTP2	0
LOC440311	62
LINC01197	0
LINC00924	0
NR2F2-AS1	36
NR2F2	2583
SPATA8-AS1	0
SPATA8	0
LOC101927286	0
LOC101927310	0
LINC00923	0
ARRDC4	4
LINC01582	0
FAM169B	0
IRAIN	9
IGF1R	140
PGPEP1L	0
LUNAR1	4
SYNM	178
TTC23	51
LRRC28	14
HSP90B2P	888
MEF2A	258
LYSMD4	18
DNM1P46	0
ADAMTS17	0
SPATA41	0
CERS3-AS1	0
CERS3	0
PRKXP1	32
LINS	23
ASB7	52
ALDH1A3	162
LRRK1	47
CHSY1	349
VIMP	1136
SNRPA1	269
PCSK6	0
LOC100507472	0
TM2D3	221
TARSL2	34
OR4F6	0
OR4F15	0
OR4F13P	0
OR4F4	1
FAM138E	0
WASH3P	196
DDX11L9	24
DDX11L10	24
WASIR2	1
POLR3K	702
SNRNP25	226
RHBDF1	316
MPG	628
NPRL3	358
HBZ	0
HBM	0
HBA2	3
HBA1	4
HBQ1	0
LUC7L	885
ITFG3	97
RGS11	0
ARHGDIG	0
PDIA2	0
AXIN1	113
MRPL28	280
TMEM8A	311
LOC100134368	0
NME4	930
DECR2	63
RAB11FIP3	116
LINC00235	0
CAPN15	261
PRR35	0
NHLRC4	6
PIGQ	49
RAB40C	140
WFIKKN1	0
C16orf13	260
FAM195A	107
WDR90	384
RHOT2	701
RHBDL1	12
STUB1	975
JMJD8	1174
WDR24	42
FBXL16	4
METRN	173
FAM173A	151
CCDC78	33
HAGHL	131
NARFL	42
MSLN	16
RPUSD1	178
CHTF18	185
GNG13	60
PRR25	0
LMF1	10
LMF1-AS1	0
SOX8	0
SSTR5-AS1	0
SSTR5	0
C1QTNF8	0
CACNA1H	0
TPSG1	0
TPSB2	0
TPSAB1	0
TPSD1	0
UBE2I	1986
BAIAP3	863
TSR3	894
GNPTG	203
UNKL	229
C16orf91	139
CCDC154	1
CLCN7	234
PTX4	0
TELO2	133
IFT140	109
TMEM204	0
CRAMP1L	113
HN1L	1138
MAPK8IP3	473
NME3	110
MRPS34	1206
EME2	0
SPSB3	219
NUBP2	470
IGFALS	0
HAGH	732
FAHD1	3
MEIOB	2
LINC00254	0
HS3ST6	0
MSRB1	177
RPL3L	2
NDUFB10	754
RPS2	2509
SNORA10	4
SNORA64	0
SNHG9	416
SNORA78	0
RNF151	1
TBL3	37
NOXO1	1
GFER	209
SYNGR3	17
ZNF598	346
NPW	0
SLC9A3R2	2446
NTHL1	246
TSC2	153
PKD1	96
RAB26	9
SNHG19	662
SNORD60	1
TRAF7	526
CASKIN1	502
MLST8	356
BRICD5	331
PGP	533
E4F1	157
DNASE1L2	5
ECI1	439
RNPS1	932
ABCA3	86
ABCA17P	0
CCNF	904
C16orf59	138
NTN3	0
TBC1D24	229
ATP6V0C	3693
AMDHD2	3
CEMP1	346
PDPK1	283
LOC652276	98
FLJ42627	52
ERVK13-1	46
KCTD5	554
PRSS27	3
SRRM2-AS1	6
SRRM2	2982
TCEB2	1426
PRSS33	0
PRSS41	0
PRSS21	0
ZG16B	243
PRSS30P	3
PRSS22	6
FLYWCH2	48
FLYWCH1	64
KREMEN2	14
PAQR4	519
PKMYT1	401
LINC00514	1
LOC101929613	0
CLDN9	0
CLDN6	1
TNFRSF12A	3314
HCFC1R1	774
THOC6	26
CCDC64B	0
LOC100128770	0
MMP25	1
MMP25-AS1	7
IL32	208
ZSCAN10	0
ZNF205-AS1	4
ZNF205	178
ZNF213-AS1	1
ZNF213	29
OR1F1	0
OR1F2P	0
ZNF200	46
MEFV	1
LINC00921	0
ZNF263	194
TIGD7	62
ZNF75A	229
OR2C1	0
MTRNR2L4	18
ZSCAN32	31
ZNF174	35
ZNF597	0
NAA60	83
C16orf90	0
CLUAP1	122
NLRC3	16
SLX4	70
DNASE1	348
TRAP1	519
CREBBP	263
LOC102724927	103
ADCY9	118
SRL	0
LINC01569	4
TFAP4	218
GLIS2-AS1	1
GLIS2	126
CORO7-PAM16	176
PAM16	154
CORO7	112
VASN	77
DNAJA3	140
NMRAL1	250
HMOX2	327
CDIP1	195
C16orf96	0
UBALD1	157
MGRN1	483
NUDT16L1	421
ANKS3	310
C16orf71	1
ZNF500	82
SEPT12	0
SMIM22	0
ROGDI	71
GLYR1	313
UBN1	3338
PPL	71
SEC14L5	0
NAGPA	225
NAGPA-AS1	0
C16orf89	2
ALG1	226
EEF2KMT	205
LINC01570	0
RBFOX1	1
TMEM114	0
METTL22	33
ABAT	4
TMEM186	320
PMM2	305
CARHSP1	1411
USP7	1852
C16orf72	233
LINC01177	0
LINC01195	0
GRIN2A	0
ATF7IP2	4
EMP2	1417
TEKT5	0
NUBP1	393
TVP23A	3
CIITA	137
DEXI	226
CLEC16A	129
SOCS1	69
TNP2	0
PRM3	0
PRM2	0
PRM1	0
RMI2	251
LOC101927131	0
LITAF	1160
SNN	66
TXNDC11	94
ZC3H7A	191
BCAR4	0
RSL1D1	978
GSPT1	1750
TNFRSF17	1
SNX29	20
CPPED1	79
SHISA9	1
ERCC4	102
LOC101927311	0
LOC101927348	0
MKL2	31
LOC105447648	0
PARN	110
BFAR	258
PLA2G10	1
NPIPA2	62
NPIPA3	16
ABCC6P2	15
NOMO1	469
LOC100288162	0
NPIPA1	46
PDXDC1	1835
NTAN1	901
RRN3	557
LOC100505915	1
PKD1P6	55
NPIPA5	25
MPV17L	1
C16orf45	89
KIAA0430	342
NDE1	501
MYH11	42
FOPNL	423
ABCC1	360
ABCC6	24
NOMO3	481
PKD1P1	45
NPIPA7	107
NPIPA8	0
XYLT1	0
NOMO2	444
ABCC6P1	1
RPS15A	1945
ARL6IP1	1204
SMG1	179
TMC7	30
LOC102723385	9
COQ7	101
ITPRIPL2	583
SYT17	11
CLEC19A	2
TMC5	28
GDE1	1418
CCP110	288
C16orf62	117
KNOP1	401
IQCK	62
GPRC5B	84
GPR139	0
GP2	0
UMOD	0
PDILT	0
ACSM5	0
ACSM2A	0
ACSM2B	0
ACSM1	0
THUMPD1	310
ACSM3	33
ERI2	55
LOC81691	23
DCUN1D3	103
LYRM1	119
DNAH3	0
TMEM159	114
ZP2	0
ANKS4B	0
CRYM	2
CRYM-AS1	4
SNX29P1	0
NPIPB3	111
LOC100190986	30
SMG1P3	12
SLC7A5P2	16
LOC101927814	0
METTL9	673
IGSF6	0
OTOA	0
RRN3P1	0
NPIPB4	114
UQCRC2	706
PDZD9	2
C16orf52	333
VWA3A	1
EEF2K	196
POLR3E	67
CDR2	140
RRN3P3	32
SMG1P1	22
NPIPB5	120
LOC653786	2
HS3ST2	0
USP31	122
SCNN1G	0
SCNN1B	0
COG7	48
GGA2	549
EARS2	67
UBFD1	449
NDUFAB1	1451
PALB2	97
DCTN5	1146
PLK1	730
ERN2	368
CHP2	1
PRKCB	0
CACNG3	0
RBBP6	1043
LINC01567	0
TNRC6A	1028
SLC5A11	13
ARHGAP17	119
LOC554206	5
LCMT1-AS1	0
LCMT1	210
LCMT1-AS2	1
AQP8	0
ZKSCAN2	36
HS3ST4	0
C16orf82	0
KDM8	23
NSMCE1	267
FLJ21408	0
IL4R	668
IL21R	0
IL21R-AS1	0
GTF3C1	418
KIAA0556	67
GSG1L	0
XPO6	285
SBK1	2
NPIPB6	24
EIF3CL	1245
EIF3C	3111
CLN3	599
APOBR	0
IL27	0
NUPR1	34
CCDC101	57
SULT1A2	4
SULT1A1	20
NPIPB8	10
NPIPB9	29
ATXN2L	830
TUFM	1249
SH2B1	519
ATP2A1	64
ATP2A1-AS1	58
RABEP2	63
CD19	0
NFATC2IP	770
SPNS1	99
LAT	9
RRN3P2	0
SNX29P2	0
NPIPB11	70
LOC606724	19
BOLA2B	430
BOLA2	812
SLX1A	96
SLX1B	0
SLX1A-SULT1A3	275
SLX1B-SULT1A4	0
SULT1A4	0
SULT1A3	0
LOC613038	32
LOC388242	52
SMG1P2	37
SLC7A5P1	0
SPN	16
QPRT	1
C16orf54	0
ZG16	0
KIF22	308
MAZ	327
PRRT2	28
PAGR1	1039
MVP	369
CDIPT	243
CDIPT-AS1	2
SEZ6L2	268
ASPHD1	231
KCTD13	58
TMEM219	633
TAOK2	128
HIRIP3	64
INO80E	622
DOC2A	536
C16orf92	0
FAM57B	0
ALDOA	6559
PPP4C	347
TBX6	2
YPEL3	345
GDPD3	7
MAPK3	549
CORO1A	7
LOC613037	40
SMG1P5	0
CD2BP2	431
TBC1D10B	111
MYLPF	19
SEPT1	83
ZNF48	107
ZNF771	45
DCTPP1	361
SEPHS2	391
ITGAL	1
ZNF768	242
ZNF747	16
ZNF764	88
ZNF688	43
ZNF785	9
ZNF689	187
PRR14	130
FBRS	396
LOC730183	3
SRCAP	95
SNORA30	2
TMEM265	251
PHKG2	4
C16orf93	24
RNF40	207
ZNF629	133
BCL7C	105
CTF1	81
FBXL19-AS1	25
FBXL19	74
ORAI3	252
SETD1A	248
HSD3B7	240
STX1B	1
STX4	899
ZNF668	204
ZNF646	81
PRSS53	68
VKORC1	871
BCKDK	260
KAT8	31
PRSS8	0
PRSS36	3
FUS	2184
PYCARD	51
PYCARD-AS1	1
TRIM72	0
PYDC1	0
ITGAM	0
ITGAX	0
ITGAD	0
COX6A2	0
ZNF843	0
ARMC5	101
TGFB1I1	302
SLC5A2	0
C16orf58	96
AHSP	0
YBX3P1	153
CLUHP3	25
ZNF720	77
ZNF267	167
HERC2P4	8
TP53TG3D	1
LOC390705	0
TP53TG3	0
TP53TG3B	0
TP53TG3C	0
SLC6A10P	0
RNU6-76P	0
ENPP7P13	1
LINC00273	0
UBE2MP1	143
LINC01566	0
FRG2DP	0
LOC100130700	0
FLJ26245	0
ANKRD26P1	0
SHCBP1	1001
VPS35	671
ORC6	202
MYLK3	4
C16orf87	32
GPT2	691
DNAJA2	306
NETO2	1
ITFG1-AS1	0
ITFG1	259
PHKB	189
LOC100507534	0
LOC101927132	1
ABCC12	0
ABCC11	0
LONP2	395
LOC100507577	28
SIAH1	202
N4BP1	192
CBLN1	0
C16orf78	0
ZNF423	0
CNEP1R1	33
HEATR3	46
PAPD5	590
ADCY7	239
BRD7	1174
NKD1	1
SNX20	0
LOC101927272	0
NOD2	0
CYLD	281
LOC101927334	0
SALL1	2
LINC01571	0
C16orf97	0
LINC00919	0
LOC102467079	0
TOX3	0
CASC16	0
CHD9	281
LOC643802	5
LOC102723373	0
RBL2	84
AKTIP	108
RPGRIP1L	27
FTO	106
FTO-IT1	10
LOC100996338	0
IRX3	354
CRNDE	185
IRX5	208
IRX6	0
MMP2	0
LPCAT2	22
CAPNS2	0
SLC6A2	0
CES1P2	0
CES1P1	0
CES1	2
CES5A	0
LOC283856	0
GNAO1	13
DKFZP434H168	0
AMFR	416
NUDT21	915
OGFOD1	538
BBS2	127
MT4	0
MT3	3
MT2A	24410
MT1L	15
MT1E	3311
MT1M	14
MT1JP	45
MT1A	173
MT1DP	3
MT1B	6
MT1F	52
MT1G	96
MT1H	15
MT1IP	2
MT1X	367
NUP93	2161
SLC12A3	0
HERPUD1	351
CETP	0
NLRC5	110
CPNE2	210
FAM192A	749
RSPRY1	115
ARL2BP	365
PLLP	232
CCL22	0
CX3CL1	25
CCL17	0
CIAPIN1	242
COQ9	81
POLR2C	638
DOK4	263
CCDC102A	90
ADGRG5	0
ADGRG1	226
ADGRG3	1
DRC7	0
KATNB1	204
KIFC3	3208
LOC388282	4
CNGB1	25
TEPP	29
ZNF319	52
USB1	930
MMP15	33
CFAP20	413
CSNK2A2	331
CCDC113	7
PRSS54	0
GINS3	103
NDRG4	53
SETD6	251
CNOT1	636
SNORA46	0
SNORA76A	0
SLC38A7	94
GOT2	1073
APOOP5	9
LOC101927580	0
LOC729159	0
CDH8	0
CDH11	282
LOC101927650	0
LINC00922	0
CDH5	0
LINC00920	5
BEAN1	8
BEAN1-AS1	0
TK2	190
CKLF	1985
CKLF-CMTM1	127
CMTM1	3
CMTM2	1
CMTM3	196
CMTM4	128
DYNC1LI2	1038
CCDC79	0
NAE1	888
CA7	0
PDP2	375
CDH16	0
RRAD	178
FAM96B	791
CES2	443
CES3	8
CES4A	6
CBFB	349
C16orf70	88
B3GNT9	57
TRADD	76
FBXL8	16
HSF4	48
NOL3	302
KIAA0895L	244
EXOC3L1	0
E2F4	209
ELMO3	1
LRRC29	1
TMEM208	478
FHOD1	1128
SLC9A5	26
PLEKHG4	346
KCTD19	1
LRRC36	1
TPPP3	2
ZDHHC1	11
HSD11B2	4
ATP6V0D1	348
AGRP	0
LOC100505942	9
FAM65A	320
CTCF	954
RLTPR	79
ACD	134
PARD6A	332
ENKD1	80
C16orf86	2
GFOD2	226
RANBP10	169
TSNAXIP1	7
CENPT	52
THAP11	492
NUTF2	1523
EDC4	393
NRN1L	7
PSKH1	284
CTRL	188
PSMB10	451
LCAT	16
SLC12A4	175
DPEP3	0
DPEP2	0
LOC100131303	0
DDX28	220
DUS2	48
NFATC3	458
ESRP2	69
PLA2G15	117
SLC7A6	346
SLC7A6OS	224
PRMT7	63
SMPD3	43
ZFP90	163
CDH3	9
CDH1	32
TANGO6	151
HAS3	2
CHTF8	1706
CIRH1A	345
SNTB2	438
VPS4A	582
COG8	232
PDF	210
NIP7	251
TMED6	0
TERF2	324
CYB5B	538
NFAT5	213
NQO1	1323
NOB1	516
WWP2	203
CLEC18A	0
PDXDC2P	52
PDPR	268
LOC400541	0
CLEC18C	0
SMG1P7	5
EXOSC6	351
AARS	426
DDX19B	226
LOC100506083	59
DDX19A	263
ST3GAL2	305
FUK	71
COG4	121
SF3B3	1339
SNORD111B	0
SNORD111	0
IL34	0
MTSS1L	83
VAC14	124
VAC14-AS1	24
HYDIN	33
CMTR2	49
CALB2	216
ZNF23	114
ZNF19	8
CHST4	1
TAT-AS1	0
TAT	0
MARVELD3	3
PHLPP2	74
SNORA70D	0
AP1G1	543
SNORD71	0
ATXN1L	71
ZNF821	43
IST1	413
PKD1L3	3
DHODH	58
HP	0
HPR	0
TXNL4B	64
DHX38	536
PMFBP1	1
LINC01572	2
ZFHX3	666
HCCAT5	0
C16orf47	0
LINC01568	0
LOC101928035	0
PSMD7	1833
LOC283922	0
NPIPB15	23
CLEC18B	1
GLG1	529
RFWD3	336
MLKL	53
FA2H	12
WDR59	55
ZNRF1	369
LDHD	14
ZFP1	67
CTRB2	0
CTRB1	0
LOC100506281	7
BCAR1	479
CFDP1	1103
TMEM170A	162
CHST6	2
CHST5	1
TMEM231	48
GABARAPL2	696
ADAT1	116
KARS	1255
TERF2IP	602
CNTNAP4	0
LOC101928203	0
MON1B	207
SYCE1L	54
ADAMTS18	0
NUDT7	5
VAT1L	0
CLEC3A	0
WWOX	25
MAF	1
MAFTRR	0
LINC01229	0
LOC102724084	0
DYNLRB2	1
LINC01227	0
CDYL2	18
PRCAT47	22
CMC2	514
CENPN	540
ATMIN	310
C16orf46	34
GCSH	98
PKD1L2	0
BCO1	0
GAN	10
CMIP	1189
LOC100129617	3
PLCG2	54
SDR42E1	83
HSD17B2	0
MPHOSPH6	1226
CDH13	1
LOC101928446	0
LOC101928417	0
LOC102724163	0
HSBP1	1353
MLYCD	65
OSGIN1	71
NECAB2	0
SLC38A8	0
MBTPS1	312
HSDL1	141
DNAAF1	134
TAF1C	288
ADAD2	0
KCNG4	0
WFDC1	0
ATP2C2	27
TLDC1	310
COTL1	6217
KLHL36	325
USP10	493
CRISPLD2	22
ZDHHC7	1351
KIAA0513	27
FAM92B	0
LOC400548	2
LINC00311	0
GSE1	560
GINS2	335
C16orf74	58
EMC8	739
COX4I1	2636
IRF8	0
LINC01082	0
LINC01081	0
LOC146513	0
LINC00917	0
FENDRR	1
FOXF1	0
MTHFSD	51
FLJ30679	0
FOXC2-AS1	1
FOXC2	1
FOXL1	0
LOC440390	3
LOC101928708	0
LOC101928682	0
C16orf95	110
FBXO31	131
MAP1LC3B	643
ZCCHC14	111
LOC101928737	0
JPH3	15
KLHDC4	110
LOC102724467	0
SLC7A5	1500
CA5A	0
BANP	204
LOC400553	0
LOC101928880	0
ZNF469	0
ZFPM1	32
ZC3H18	985
IL17C	0
CYBA	120
MVD	188
SNAI3-AS1	18
SNAI3	0
RNF166	275
CTU2	348
PIEZO1	551
LOC100289580	2
LOC339059	0
CDT1	592
APRT	658
GALNS	86
TRAPPC2L	847
PABPN1L	0
CBFA2T3	0
LOC100129697	0
ACSF3	27
LINC00304	0
LOC400558	0
CDH15	0
SLC22A31	0
ZNF778	2
ANKRD11	2529
LOC100287036	27
LOC101927817	1
SPG7	639
RPL13	8410
SNORD68	2
CPNE7	87
DPEP1	0
CHMP1A	751
SPATA33	234
CDK10	510
SPATA2L	12
VPS9D1	21
VPS9D1-AS1	52
ZNF276	234
FANCA	302
SPIRE2	34
TCF25	1552
MC1R	22
TUBB3	456
DEF8	95
CENPBD1	107
AFG3L1P	602
DBNDD1	13
GAS8	81
GAS8-AS1	1
URAHP	45
PRDM7	0
FAM157C	3
DOC2B	0
LOC100506371	1
RPH3AL	276
LOC100506388	0
C17orf97	17
FAM101B	25
VPS53	466
FAM57A	181
GEMIN4	489
DBIL5P	3
GLOD4	372
RNMTL1	178
NXN	583
TIMM22	295
ABR	518
BHLHA9	0
TUSC5	0
YWHAE	7395
CRK	782
MYO1C	1798
INPP5K	98
PITPNA-AS1	370
PITPNA	796
SLC43A2	120
SCARF1	2
RILP	131
PRPF8	3042
TLCD2	198
WDR81	21
SERPINF2	10
SERPINF1	2
SMYD4	161
RPA1	891
RTN4RL1	4
DPH1	0
OVCA2	904
HIC1	8
SMG6	842
LOC101927839	0
SRR	635
TSR1	1163
SNORD91B	0
SNORD91A	0
SGSM2	429
MNT	87
LOC284009	0
METTL16	335
PAFAH1B1	956
CLUH	1475
RAP1GAP2	95
LOC101927911	3
OR1D5	0
OR1D2	0
OR1G1	0
OR1A2	0
OR1A1	0
OR1D4	0
OR3A2	0
OR3A1	0
OR3A4P	0
OR1E1	0
OR3A3	0
OR1E2	0
SPATA22	0
ASPA	0
TRPV3	1
TRPV1	32
SHPK	33
CTNS	852
P2RX5-TAX1BP3	4427
TAX1BP3	808
EMC6	3571
P2RX5	419
ITGAE	467
GSG2	42
C17orf85	460
CAMKK1	38
P2RX1	0
ATP2A3	4
ZZEF1	126
CYB5D2	98
ANKFY1	549
UBE2G1	464
LOC103021295	200
SPNS3	0
SPNS2	401
MYBBP1A	169
GGT6	0
SMTNL2	0
ALOX15	0
PELP1	211
LOC101559451	4
ARRB2	301
MED11	352
CXCL16	152
ZMYND15	0
TM4SF5	0
VMO1	2
GLTPD2	0
PSMB6	2304
PLD2	28
MINK1	118
CHRNE	114
C17orf107	1
GP1BA	3
SLC25A11	1128
RNF167	521
PFN1	6387
ENO3	32
SPAG7	2131
CAMTA2	343
INCA1	14
KIF1C	3183
LOC102724009	1
SLC52A1	1
ZFP3	24
ZNF232	91
USP6	7
ZNF594	26
LOC100130950	6
SCIMP	2
RABEP1	711
NUP88	343
RPAIN	2480
C1QBP	2214
DHX33	436
DERL2	445
MIS12	220
LOC728392	48
NLRP1	162
LOC339166	0
WSCD1	0
AIPL1	0
FAM64A	287
PITPNM3	114
KIAA0753	174
TXNDC17	2866
MED31	1650
C17orf100	8
ALOX15P1	0
SLC13A5	0
XAF1	71
FBXO39	0
TEKT1	0
ALOX12P2	0
ALOX12-AS1	4
ALOX12	4
RNASEK	5447
RNASEK-C17orf49	3
C17orf49	1608
BCL6B	0
SLC16A13	6
SLC16A11	0
CLEC10A	0
ASGR2	0
ASGR1	28
DLG4	560
ACADVL	783
DVL2	666
PHF23	664
GABARAP	2251
CTDNEP1	3681
ELP5	323
CLDN7	591
SLC2A4	7
YBX2	0
EIF5A	2389
GPS2	644
NEURL4	197
ACAP1	29
KCTD11	124
TMEM95	0
TNK1	192
PLSCR3	348
TMEM256-PLSCR3	363
TMEM256	1791
NLGN2	140
SPEM1	0
C17orf74	2
TMEM102	5
FGF11	1
CHRNB1	230
ZBTB4	647
SLC35G6	1
POLR2A	2460
TNFSF12-TNFSF13	1
TNFSF12	251
TNFSF13	184
SENP3-EIF4A1	10363
SENP3	0
EIF4A1	0
SNORA48	2
SNORD10	0
SNORA67	9
CD68	346
MPDU1	1620
SOX15	743
FXR2	3372
SHBG	0
SAT2	920
ATP1B2	2
TP53	348
WRAP53	261
EFNB3	16
DNAH2	215
RPL29P2	0
KDM6B	62
TMEM88	4
NAA38	2201
CYB5D1	35
CHD3	1472
SCARNA21	11
LOC284023	27
KCNAB3	30
TRAPPC1	556
CNTROB	210
GUCY2D	0
ALOX15B	0
ALOX12B	7
ALOXE3	5
HES7	14
PER1	178
VAMP2	261
TMEM107	543
C17orf59	194
AURKB	2826
LINC00324	171
CTC1	164
PFAS	232
SLC25A35	283
RANGRF	789
ARHGEF15	0
ODF4	0
LOC100128288	5
KRBA2	14
RPL26	20407
RNF222	1
NDEL1	890
MYH10	277
CCDC42	0
SPDYE4	0
MFSD6L	0
PIK3R6	0
PIK3R5	0
NTN1	0
LOC101928266	0
STX8	121
CFAP52	0
USP43	56
DHRS7C	0
LOC644070	0
GLP2R	1
RCVRN	0
GAS7	9
MYH13	0
MYHAS	0
MYH8	0
MYH4	0
MYH1	0
MYH2	0
MYH3	28
SCO1	358
ADPRM	32
TMEM220	13
MAGOH2P	26
TMEM220-AS1	0
LINC00675	0
PIRT	0
SHISA6	0
DNAH9	0
ZNF18	24
MAP2K4	284
LINC00670	0
MYOCD	0
LOC101928418	0
LOC100128006	0
ARHGAP44	9
ELAC2	652
HS3ST3A1	1
CDRT15P1	0
COX10-AS1	29
COX10	210
CDRT15	0
HS3ST3B1	14
MGC12916	16
CDRT7	0
CDRT8	0
PMP22	505
TEKT3	3
TVP23C-CDRT4	144
CDRT4	119
TVP23C	198
CDRT1	3
TRIM16	181
ZNF286A	319
TBC1D26	3
CDRT15P2	0
MEIS3P1	120
LOC101928567	0
ADORA2B	315
ZSWIM7	478
TTC19	2734
NCOR1	974
PIGL	23
CENPV	954
UBB	7920
TRPV2	21
LRRC75A-AS1	9701
SNORD49B	0
SNORD49A	10
SNORD65	5
LRRC75A	360
ZNF287	18
ZNF624	25
CCDC144A	16
USP32P1	16
FAM106CP	0
KRT16P2	0
TNFRSF13B	0
MPRIP	738
PLD6	65
FLCN	325
COPS3	1215
NT5M	9
MED9	199
RASD1	311
PEMT	110
SMCR2	0
RAI1	223
RAI1-AS1	0
SMCR5	0
SREBF1	857
TOM1L2	349
LRRC48	2
ATPAF2	90
GID4	222
DRG2	269
MYO15A	3
ALKBH5	1344
LLGL1	1381
FLII	1720
MIEF2	250
TOP3A	212
SMCR8	202
SHMT1	235
EVPLL	0
FLJ35934	0
KRT17P5	0
KRT16P1	1
LGALS9C	6
USP32P2	65
FAM106A	110
CCDC144B	75
TBC1D28	0
ZNF286B	120
FOXO3B	166
TRIM16L	230
FBXW10	0
TVP23B	177
PRPSAP2	247
SLC5A10	0
FAM83G	2
GRAP	2
LOC388436	15
LOC79999	8
GRAPL	0
EPN2	760
EPN2-IT1	1
